DHX15_HUMAN,G3P_HUMAN,HSPB1_HUMAN,ENOA_HUMAN,NPM_HUMAN,HS90A_HUMAN,HNRPC_HUMAN,HS90B_HUMAN,ANXA5_HUMAN,H14_HUMAN,CH60_HUMAN,KPYM_HUMAN,ENPL_HUMAN,PGAM1_HUMAN,NUCL_HUMAN,RL13_HUMAN,CALR_HUMAN,S10AB_HUMAN,MYH10_HUMAN,RBMX_HUMAN,LPPRC_HUMAN,RL28_HUMAN,SYAC_HUMAN,HNRPM_HUMAN,RS23_HUMAN,TYB10_HUMAN,RS4X_HUMAN,H4_HUMAN,RL23_HUMAN,HNRPU_HUMAN,PSME1_HUMAN,EF1A1_HUMAN,PARK7_HUMAN
9.557676554685827,9.079509758005493,9.951047165122345,10.369626033816406,11.045162105664808,10.11196879353901,10.352494513918746,10.943208103077437,8.369440606431201,11.817413497792746,9.8030708084138,9.310867435628246,10.03238550932636,11.11829707569466,10.893599604204724,10.55812715090384,10.16168362859489,10.426966903993192,8.115178179665588,10.647952783786394,8.761996316807126,11.116408963177017,8.804029661286187,10.524990258500518,11.392484410379906,12.80483323445366,9.793634524578156,11.437763484188476,10.46306112947413,10.726261759329136,9.371051190040971,9.694170535002364,9.696523272152584
10.052551808163521,9.763078858779346,10.21520286012023,11.055711481412915,10.977853156744247,10.54234997904236,9.756505961941546,10.923319702836535,9.089333386510788,11.281986992604807,10.986844239652399,9.180580755342415,9.21792596829819,10.929032614059288,11.010804156934904,10.993628821498945,9.763545493933853,9.639244597542255,8.382046276892511,10.523347571518576,8.631854224010397,11.559620166284823,10.038075577573508,9.942210283242737,11.262783020727646,12.899478825470428,11.052314691272505,11.586248191768318,10.520201623057895,10.253130165454785,9.418914378767534,10.332810148846123,9.519146090087498
9.554716093034791,9.328582024951068,10.440688364839378,11.223829517327529,11.228847737950995,10.364321835113326,10.125147043559926,11.080029092146932,10.717698504680873,11.729334060492697,10.421701284355942,9.103213455351113,9.576222483758771,10.926539241240208,11.20057127104447,11.091583670610792,9.991237223685976,10.146834603420402,9.355994762049919,10.422099251210728,8.956100200065476,11.104944695695359,8.87642772522604,10.176996736957536,11.582218968089208,13.471534918695,9.727373590991657,11.58496085092828,10.726378943760087,10.60886586939052,9.204154015021874,10.892516298169777,10.197650455394255
10.147082871748163,8.718624897377822,9.653499068034076,10.59236366123247,10.464916334474328,10.066834726151123,9.522455992234908,11.160225554448692,9.228218624574994,11.330427983715275,10.90008225240812,9.552207416874513,9.39040359124663,10.555843597471982,11.0385429034656,10.555468707325698,9.466180032568909,9.934662732676061,7.941137784628101,10.418896497346525,8.421655121404326,11.490149014338947,8.81497830044387,10.682255067293791,11.300865333315194,13.360126201934845,9.916127926638413,12.378700764887036,10.777066303905775,10.086121483938976,8.364435722374223,10.644650937987377,9.797375664295767
10.021399700543956,9.226199307483672,9.89414495945159,11.71286036566261,11.460391320700346,10.549346677543825,10.456495779903547,11.844712128034846,8.669006247034039,11.30091957531771,11.91922865254478,10.015317055682186,9.38299760451249,10.922351440723856,11.207499317092061,10.431546073615092,10.008379778556483,10.135015646422449,8.35869925178113,10.58139290457335,8.748270614475226,11.307311906085014,8.565416237235572,10.452641113289928,11.550443120518969,13.936832228721853,11.338997691496349,11.434602395557103,10.6709128485975,10.673427146766755,9.064515527180255,10.687186631304776,9.736450072595554
9.442589983732734,9.206258191863112,10.606505786560511,11.15629841907456,11.305193631918259,10.409738417243771,10.236162604168703,11.359981556713828,9.518378784551071,12.149311600976478,10.507568991783309,9.564988447952707,9.98576357850749,10.901785714424301,11.261809399635478,11.411739480244552,9.244420986093294,10.413253857720308,9.193414607258038,10.60292548874539,9.000001767042539,11.086568832952889,9.46644242280133,10.382842944187537,12.069813182041193,13.615683913540725,10.644588944224058,11.78876387472774,11.624114028684232,10.862967231794972,9.66655127725352,9.519442382110054,10.355888591061056
9.35733679364152,9.13933769915362,10.210123014625148,10.969703053336262,11.832047024895669,10.947421365079897,10.329656674154448,11.461247239945733,9.68013343081539,11.143953152779426,11.24837239345595,9.51446107263191,10.28360005480454,11.004044307563573,11.797272526944544,11.129562485310258,10.22253556796006,10.506548490867651,9.408195371192864,10.881521430705133,9.70990181856162,11.411305766971484,9.244267364191002,10.09817548501714,12.221746129772274,13.845370419420368,10.4296577428662,11.396447430093296,12.114669049547368,10.658065056311461,10.432638668429655,9.545108070503579,10.387713281580277
9.562402575890308,8.431876215204907,10.076427493395244,10.769196884629004,11.158174833241054,10.314023171037128,10.105013742223438,11.645750208394336,9.959024963680164,11.839964868523266,10.518285394895459,9.259686205526904,10.309826779997428,10.96916380061326,11.566867431000569,11.705819555996918,9.674743556688941,10.881863494229682,8.271456375410995,10.374854956630987,9.4019792805412,10.928378702469882,10.099913813253346,10.255949104118221,11.303495303138869,13.46976344652212,10.608333958799266,12.147757577691813,10.970434012916131,10.13165644389304,10.022934456514173,10.32263452106044,10.391356486596244
9.819672577336693,8.698403378942908,9.142216872677425,11.290372018158214,10.478151009247469,9.9385169699864,9.618982170113755,11.695411111778615,10.153858746802694,11.554932153423264,9.804032009519469,9.678497459197965,9.71810530794274,10.96487944473435,11.100668220495505,11.306548189114775,10.158214855108037,10.561286682947868,8.458801371938897,10.561437255226735,8.564334454779146,10.859443936259881,8.039589357882575,10.254853734349037,11.91946199399369,14.025857313696665,10.218093193733726,11.62424809390647,10.935323504168258,10.715835859506399,9.585098871594802,9.161544449340804,9.78487295210229
9.469657171739142,9.179340600229894,11.467677970247454,11.631985128031317,10.893939901143877,11.193049179090213,10.428103468750594,12.018434413833546,9.551980576325477,11.597017353032134,10.975214682063491,10.564198414166519,9.676335850328517,11.741907171262776,11.404171969459663,11.77675505948515,9.665731445176169,10.978968790912392,8.70423491056988,10.698572377078015,9.689440849266324,11.870157990561623,10.52355603213662,10.360189533702268,11.57259689696969,13.685556160511448,10.964729571513743,11.304741232257692,11.649798129766307,10.444208954678812,8.96517145961933,10.634355525642144,10.510981556143355
