HSPB1_HUMAN,ENOA_HUMAN,NPM_HUMAN,HS90A_HUMAN,HS90B_HUMAN,ANXA5_HUMAN,H14_HUMAN,CH60_HUMAN,KPYM_HUMAN,ENPL_HUMAN,PGAM1_HUMAN,NUCL_HUMAN,RL13_HUMAN,CALR_HUMAN,S10AB_HUMAN,RBMX_HUMAN,LPPRC_HUMAN,RL28_HUMAN,HNRPM_HUMAN,RS23_HUMAN,TYB10_HUMAN,RS4X_HUMAN,H4_HUMAN,RL23_HUMAN,HNRPU_HUMAN,PSME1_HUMAN,EF1A1_HUMAN,PARK7_HUMAN
10.856724246750579,11.47407709098222,12.073826441235724,11.319877206381763,11.141272164685791,10.046028608777544,11.554121550733191,11.15896871544305,10.231486410530483,10.234264054801315,11.924576004712637,11.860164524210399,11.255277484251813,10.061009039657852,10.551465912005991,10.301589471064169,9.891368397318992,11.048880453687552,10.61796735244978,11.784372456227748,12.130121292040522,10.444254446130751,12.194561209390377,11.470905838880197,10.699382726999504,9.680201158679179,11.252936344612456,9.971150557036344
11.614087943077877,12.774424571764566,12.55578693903226,11.885948261689125,12.192353353263131,10.606059176772131,12.377592037500671,11.616293072816166,11.514748988226897,11.647030961932614,12.753388542098248,12.55232752402957,12.389102759798167,10.357943291798438,10.631164372221983,11.39348543940586,10.630583431882622,12.093680861179607,11.447815027519216,12.322176397923831,13.265142009190782,11.544475994551005,12.971506263266596,12.146191036946965,11.81750526973563,11.043147439467175,12.973863036206701,11.838522283974473
11.192688881594211,12.487832118816696,12.882416022475809,11.843656552542305,11.573380615149887,10.834373178211887,12.372648304733552,11.75387669799281,11.13458759038543,11.269807202974334,11.965558285831634,12.462494933433335,12.717355896664813,10.597016610397379,11.409756036086307,10.98393278535644,10.300725124677545,12.152410307161375,11.32290114994537,11.845103075813961,13.7297204944878,11.739031219234668,13.130747260678858,11.994306461527536,11.669008853987373,10.216937708223846,11.946954907750793,11.383556061416758
11.437173856085847,11.972846576773932,12.212768987534218,11.481434637322849,11.693012491758063,10.234722822178082,12.040853011810334,10.551499480807177,10.378954264044063,11.009102224139497,11.621989502447825,12.127459358004987,11.88433532250157,10.118894609558598,10.21646136378805,10.68795423048303,9.95620260258641,11.587017834687195,10.942873417557665,11.806201877493411,12.52367299158817,10.9096218650191,12.238230129094125,11.5896625783568,11.199075938017614,10.420274210930355,10.7991980717426,10.999661395840409
11.131314766251172,12.498409326148185,12.138320932608622,11.735062647541739,12.125928635275097,10.380965028838236,12.353646532598194,11.399758321315735,10.807282858216615,10.793639242649078,12.56162510847404,12.353297117059833,12.053201255398179,10.553647953746692,11.532763934162498,11.403803343948939,10.526537516627206,11.745278909065803,11.187302970889906,12.01308794343967,13.193804128457153,11.908820992602854,12.667965809715627,12.137608710249074,11.51652935829951,10.845376003398677,11.531314157243356,11.026757048477142
10.323829080287767,11.03832748711325,12.134628184598114,11.057382370823449,11.26819542832463,9.970745683143136,11.76832279705322,10.454758215767393,10.443255326546204,10.394693060778081,11.761149916362761,11.674875855251724,11.423284074649196,9.414967749134767,10.096802557042253,10.133825346397064,9.393682001344128,11.316752392485533,10.490089088079085,11.762920819642199,12.160891683406382,11.108515508081377,12.2434684301601,11.265881140899287,10.55413320995869,9.502810247367478,11.032148436780199,10.187016222160093
9.773942708128788,11.69776494636088,11.928008738686913,10.384398764788251,10.120964830138858,9.901457638883105,10.956401933468106,9.621590142699624,9.145470457355318,9.954428335884586,11.195209832437007,10.772110097917723,10.904298830498302,9.810297441971736,9.795587104733041,9.904382021612527,9.181434903653521,11.1475809358653,9.949547670684593,10.550542872376083,12.360975769870953,9.825758384966162,10.678981456037755,10.471662370111416,10.839148332178196,8.343304927535636,10.379669605764636,10.237859423029068
11.407660464271306,12.439321026807747,13.112164591351757,11.789896403326846,12.396240803385618,13.018594286710837,12.403408822923565,11.313327811031327,11.176909475540706,11.753067889250815,12.356925480325236,12.673143572584099,12.63992772266278,10.223820441858855,10.83434510929395,11.433834299570957,10.182299862393819,12.579022337893832,11.160585549544288,11.861203773398211,13.720054926820314,11.90723439480081,12.474254202426103,12.231392830868275,11.91618093009507,10.713183539825797,11.298860139955432,11.293982734667859
10.067287968669351,11.86793144312634,12.17799562268192,10.846696779855991,11.03404229191153,10.38135027699472,11.452291393161014,10.744082990572855,10.341966788874545,10.521905640140176,11.565912001833812,11.91386417428409,11.633296089843943,9.89739445839433,10.242185435659046,10.350795312494984,9.75597802615547,11.487986853639498,10.663645034648045,11.87149908687516,11.1964243656299,9.930894146425333,12.039554114593546,11.53704392679531,10.321744917405864,9.501700401570563,11.085021799695548,10.097467680388649
10.416047235861363,11.55176429534571,11.61299403403973,10.890253921714793,10.26093947582329,10.664033648352593,10.66214929585538,10.61804356319456,9.980872869244878,9.692598189925775,11.354899411937742,11.41850352360183,11.494914819407603,10.11782222076031,10.022210341072167,10.224819611056358,9.351251071185198,10.755115723257866,10.53105431934351,11.882389363126762,12.256955474647354,11.449310964727516,12.090359796077502,11.391652070142438,10.76804087824537,10.40297059643714,10.54820710033527,10.240285933614553
11.028464719013813,12.275502203046427,12.050933546328451,11.659576848863514,11.771499950884069,11.157488880787188,12.160705932986307,11.030741188459507,11.053060341766392,10.807273364858702,12.128571878682967,12.074735066442285,11.825871802279252,10.49342636667788,10.72322080004979,11.194694697079294,10.616726397914315,12.127210422522126,11.221479127636451,12.26169817291721,12.805746040962795,11.27448631766863,12.11445639689678,12.032442710659907,11.261341303156682,10.155268355585399,11.75168983226725,10.459028138447815
10.969039831726866,11.20562867983044,11.175111366515921,10.593001068358802,9.701574762645846,10.513999685362755,11.626660968252677,10.323017324321965,9.764200430841157,10.243491830071434,11.277493723558065,11.756427243772825,11.252162836114495,9.972142913337956,10.099361829787899,10.208367635898696,9.282611011635273,11.005392042756881,10.20361656753932,11.909868574876107,11.193768099698664,10.814763645978948,11.815923751737582,11.46048190410333,10.589529638843352,10.768160229006751,10.601065202725046,10.155008594044192
10.748578072206648,11.817112356219209,11.97379291132529,10.806622976026887,10.699093344235289,10.952702534801993,11.989692614528094,10.51687271259425,10.148442672577154,10.250564115354791,11.578570377775787,11.717849123738697,11.593994053933493,10.217713076495158,10.166430676957102,10.711569458081557,9.3348314937124,11.410727668824798,10.657061393400909,11.444151705831116,12.549235527274273,10.570984800344233,12.112567061738558,11.28784762291627,11.285062023315252,9.755504690008062,10.621645486404091,10.897737881605622
11.161300846413786,12.97402553642866,12.894091395231953,12.068792786574148,11.94572113716186,10.956793289993009,13.155932833658403,11.327639969117017,11.0592767621648,11.071798516670242,12.082075633879985,12.738043504675701,12.786809226287401,10.474196020262617,11.191268288794896,11.384931034288549,10.496650463307304,12.370287772255281,11.487965817518388,12.437615481796781,13.00984952945955,11.036220996077898,12.564269561561995,12.475677535197676,11.699391441020829,10.514152331423846,11.871809710037546,11.300441084765191
11.598146033383914,12.8927932580096,12.861184710585803,11.867109982102747,11.950424404369265,11.205945842281544,11.999243515300806,11.48679840971664,10.715931011051534,11.655354308197275,12.177806723165062,12.237218270472221,12.288760489803565,10.18407963673106,10.639179034337428,11.067734565726923,10.288146996059492,12.347214564532152,11.209911929282944,12.622982886798793,12.685969065374282,11.810732914279443,12.512741706279055,12.124972815010496,11.831965748524754,10.327802165695168,11.920204787739447,11.411095000197376
10.750973126062865,11.052515825256112,10.81501436587132,9.962645257855552,10.937875145675063,10.697956538690416,11.08342819620108,10.631627164669883,9.705315684629321,9.408610943472013,11.898109391025361,10.82334030754566,9.07785465041247,9.062700421003472,10.086227791182145,10.84314744001934,9.393471440063516,10.877683525546821,9.842714989178106,11.240415937531116,11.948299422231555,10.100407582715354,11.643606290276631,10.899717027992521,9.787498835686954,8.7971365974383,9.495334619371855,9.785510206691187
11.37624764238004,13.158289533855962,13.13380599176162,11.714566171729773,12.328879199680758,10.97658455270805,12.762919493968198,11.418337017249813,11.620079069402916,11.34715657075867,12.581002056119393,12.67800034375401,12.652692448870082,11.05293103795802,11.188188617672312,11.441783248230694,10.280987274423971,12.759601391768996,11.650901785299757,12.38491861797398,12.73533228522134,11.787231216173295,13.22647480793704,12.208126085559343,11.808991645642948,10.094690911145772,11.437990757423515,11.388209550022726
11.577907301564363,12.848047808497613,13.744158164779947,12.566142875349477,12.688156499462103,11.075027486512575,13.362637495958754,12.879916328505425,11.573115671569216,11.709601247217506,13.266886916134334,13.134237602580605,13.044730169811457,11.24471049644195,11.248833241635044,11.793117378706704,11.37517591990139,13.022964124605082,11.60401506899346,12.72513457488436,14.983689401294159,13.050655336048209,13.992216263757452,12.53669489178397,12.39622470180578,10.959532842437929,12.31268087279099,11.780205888627703
10.41988353346778,11.343184599590247,11.727766859083204,10.42676491280971,11.14812592176142,10.014040517260703,11.319136452889087,10.423091549108278,9.848994749842715,10.347113189985976,11.669575272704447,11.930431853112044,11.667945194587466,9.440434654971716,10.438985558180956,10.06274309329022,9.90133555653411,11.707722849713257,10.336536114696024,12.104793707066577,12.121494312128522,10.556789277837664,11.382456794886535,11.26450372595578,10.426294646255448,10.105312126037864,10.54809737478525,9.28603566111118
11.071334543636844,12.6814708528514,12.649646287667565,11.605582079944858,11.788519427569842,10.526448644396254,12.469190392777316,10.68151731739929,11.195830191497656,10.993873198283836,12.665933443078,12.351556954210055,12.276992927000915,9.944549170595419,10.733137782736152,10.638791128200275,10.256213613148642,11.48745337354088,11.18065768654713,11.7783818164821,12.430678735636555,11.61919484973639,12.387188372461912,12.010362411993537,11.75903496917522,9.159421633372354,11.786978033385633,10.74345628746184
10.978992506528124,11.445090921661844,12.007889542561315,10.863616469653048,10.262479062613163,10.184417730876358,11.57591428706902,10.95135459333175,9.628455946397775,10.397879253840074,11.074619899015305,11.387712534759173,10.919705499401662,9.632697037906528,9.960552534183982,10.001751946035233,9.510852425474713,11.033433666954672,10.161915239474677,11.236421342501714,11.012675477965432,11.373970722256137,11.739838485253694,11.213906241709328,10.94728092343677,9.234043666026325,11.247097217234339,9.675193647276808
10.844183062223431,11.499495298766208,11.962724679236999,10.343444850203626,10.861736641934128,10.738604778786858,11.18691802337612,10.897554697648676,10.014894033431126,10.606836992548779,11.176599264182073,11.923656405723465,11.487665446127005,9.503484632797202,9.831646365136663,10.17754174603793,9.631454957117203,11.625502506076366,10.760330893637544,11.791089319278706,11.907232731096977,10.852641622314886,11.83847301768864,11.394524970460465,10.879869415451868,9.454009805605784,10.730249289102694,9.771812914640114
11.344739872222094,12.9897289624803,12.761758014021325,11.678462681519644,12.293778031356618,10.111157836930033,12.089798093383212,10.82376671410209,11.560113816359495,11.192229093750939,11.836114610616388,12.1682643596015,11.967130624039957,9.79340175118199,10.740330109355716,10.842788360657305,10.382394285413682,12.689507032291615,11.128944895417277,11.543915847434048,11.78546665549149,11.585227754992935,12.839400064736559,12.282094218767167,11.44862644509488,10.573801488215489,11.717956001972881,11.593105356163173
11.791187597376464,12.430857859831542,12.875941595848417,12.081269397783645,12.199394593920657,12.264779274624452,12.462550315302748,11.2311658087896,10.96360981708337,12.01133021293208,12.260548776011385,12.598354734966668,12.516278446418063,10.64501102144369,11.061695882376917,11.301324868045267,10.065006432554643,12.517377638605304,11.172061371328265,12.134328744373427,12.637826358526317,11.530418197196148,12.180697653761412,12.192269085767155,11.74252013811294,9.8269900045612,12.044700528004197,11.389023980589316
10.610580925571027,11.588874251665077,11.799104448029539,10.866086611036197,10.757621904488857,10.631812714738498,11.647230839871648,10.287474182773696,10.486777556338046,10.675992678618059,12.036278048942142,11.335315775349818,11.396658802549062,9.302308428750168,9.82314688283496,10.553704585056323,9.80807122763465,11.16826289259648,10.663526363627229,11.325589831194039,12.315777603330366,9.978360897485034,11.88312078109727,11.320596755984257,11.187645113481667,10.16946190292012,9.91720200388256,10.13022522923479
9.954186250726446,11.405035065831623,9.86794519801333,9.922473845347588,9.9509722291882,9.939014566264593,8.841374174416321,8.760013396276037,9.755841320667079,8.926080990117043,10.451729787778886,10.634034183860072,10.70962088472526,8.569040358168829,9.730532324504464,9.512493813612775,8.764217712965381,10.86162045320119,9.061295821067729,10.073966134979974,10.453484738880354,9.392618425945312,11.147092924247199,8.79050261820356,9.797866197531105,9.527557127143819,9.775107855961076,10.560471541940796
11.21496679938063,11.872855560682858,12.582056455343263,11.407682655121265,11.147470742754926,10.634692570239508,12.087703809002468,11.415918052344905,10.86785086744725,11.218284889822826,11.87314238106789,12.483692796804332,11.98686015934054,10.791904582459258,10.298594995633405,10.758728446164131,10.010504959722232,12.177915248302767,10.931560515650544,11.52053756870867,13.031802881584383,11.501032338875568,12.42055352102981,11.300391379079045,11.364689255266596,10.03416341135197,12.280898524365185,10.981751791184491
11.816230029537376,12.752542709901604,12.848558191377379,11.886123461777462,12.162630772869585,10.913423614081577,11.676769882238224,11.393913637445852,11.757396954376752,11.547519960207865,12.767297257308146,12.339472415229881,12.612412694461955,10.503060826625063,11.297107882281601,10.950662115954117,10.505113137190856,12.191006088056561,11.100606772304213,12.125280841409118,13.748003063068758,11.720781485376698,12.371777789744563,11.691519838744464,11.548248611200691,10.131500657517305,12.558741891345546,11.76595635040716
11.29969092625894,11.8253225938326,12.206913763147895,11.346426711739998,11.870284627734797,10.748851575421206,12.124584603036123,10.615675932644587,10.996135542814654,10.933358553797007,11.33211733624827,11.981959133685375,12.036413351527111,10.041624103423118,10.162345324131168,10.576089374361423,10.10731213592378,12.03790411898757,10.886891911730636,11.67500838373641,12.18170548997535,10.830769542550634,12.169632224963348,11.230443747404028,11.08404834192345,10.789741154451592,11.010046342850618,10.242873565957495
10.158654849798404,10.180688357509963,11.643383186645224,10.312915895794431,10.092694663289187,10.190111168713809,11.060029788903817,9.564001179805446,9.939342653684278,9.366346324561164,10.517655543813822,10.632191799352075,10.516278887942907,9.267423470167651,9.179151549867854,9.722277560808594,9.229862385536784,10.74486254451648,10.092335625974222,10.512547830369046,11.21085257825676,10.036233775349185,11.563454138809966,10.213358530535253,10.513525049168226,9.972337878808235,10.41540507765408,9.664536911586016
10.7093206299377,12.078185890661171,11.957188703745487,11.148796861398536,10.635510947347266,10.473909936699947,11.427835271392924,10.238760895545523,10.047701457780146,10.873531016521156,11.58337322181308,11.896990678823473,11.43722135350097,9.732777883492723,10.05601273466435,10.351328025507321,9.799982859438302,11.179659440407036,10.609492285779805,11.39340167855886,11.540812793093737,10.839439658084716,12.075205101894595,10.914729521165125,11.182816482030628,9.15795911351684,11.049672056580796,10.412992323319164
10.534683144979034,11.378693152856648,11.290050069073914,10.292917646636775,10.325901962883188,9.159430526023904,9.568549375545018,10.061987306570241,9.611005726837453,9.130716319661587,11.046807979056723,11.213497678676092,10.533261455413228,9.659043932266881,10.125974664277798,10.337196418606549,8.932584653296905,10.386705622890005,10.239920287794186,10.947753996397651,11.932677955073032,10.799497912653122,11.796172624830215,10.994633780338624,10.20347627362818,9.557782125423838,10.261872449877902,10.116333311968493
