A1AG2,AFM,AHSG,ANT3,AOC3,APOB,ATRN,BTD,C20orf3,CADM1,CD163,CD44,CDH5,CFH,CFI,CLU,CP,CTSD,DKFZp686N02209,DSG2,ECM1,F11,F5,FCGBP,FETUB,FGG,FHR3,FN1,HP,HRG,HYOU1,ICAM1,IGFBP3,IGHA2,IGHG2,ITIH4,KLKB1,KNG1,LAMP2,LCN2,LGALS3BP,LRG1,LUM,LYVE1,MMRN1,MPO,MRC2,MST1,NCAM1,ORM1,PGCP,PIGR,PLTP,PLXDC2,PON1,PRG4,PROC,PTPRJ,Q5JNX2,SERPINA1,SERPINA3,SERPINA6,SERPINA7,THBS1,TIMP1,VTN,VWF
13.8606548246382,16.3068252998806,19.3655244829967,16.5978700207961,9.45761618743975,14.9069747505986,13.3113140937165,16.0995795708003,10.5830719434161,9.73458020112281,11.0113788887342,11.14071035168448,9.64625703251549,17.9195488811401,17.0400453924898,18.8801299304896,16.486131619582,10.21752866227957,21.8691310570658,10.29273334081145,12.52494974237492,15.2568931562818,12.2065667280831,12.0069940056687,13.0595331992331,10.38628591130222,9.48137251867112,11.9746527294491,19.5561511984845,17.5145191964946,8.52635719709124,9.27401278042404,10.52344714591061,20.5668704786615,21.0519067024337,15.3387333158527,13.3964209955123,17.5113899431718,14.3978845600827,10.54914904953207,14.9747778093882,14.976930656973,14.7992666263723,11.341756057501,11.4433853438898,10.67254864798155,11.1829635357734,12.3954767957738,10.3833883109059,16.9986625559179,8.50644273167392,8.50734335474152,10.32612679233699,9.23018701310037,14.8720493610297,12.17817814368369,11.12238082988332,9.72224488742839,19.8504580111343,16.9342181649913,13.3814238444511,15.4444176687624,13.7249391436671,13.8372342300745,12.2842701439773,10.90421018407798,11.36991418827727
14.5784732399967,15.4536181277911,19.8582695000423,16.7105888163957,9.48983039720084,14.4114328171094,13.5970930937567,15.4880960783388,9.70789674487725,8.84958729397576,10.7581859933584,8.76654560484722,9.34345928909528,17.299508501508,16.8238257124988,19.3121120936558,16.7372689905175,9.65590111168045,21.9680634934712,9.52332542032685,12.47776688951378,14.9983073263434,12.141311068537,13.248579709235,13.169601217518,11.61251073976106,10.12186930195003,12.1277516194075,22.0637873131926,17.5313405358324,8.24218314411864,8.48548993395002,10.7117227728942,21.2892884358166,22.7280344972074,15.3789096306535,13.9110966094538,17.2461272657193,14.2797208406075,9.89957967417668,14.9841167693509,14.5564978727022,14.5648941202558,11.671597611065,11.2692325861129,10.55415343476416,10.23481458264172,13.7852728040335,10.31751044339975,16.8495876208474,7.99838601844901,10.13061401370765,11.53300198976814,9.22810292603003,15.0601457894079,12.31335481367462,11.59414576199459,10.1505854339656,19.0098362710599,18.024343878804,14.4448385178458,16.4649966823618,12.9092585973797,15.2418742258054,11.8488958861266,11.44412885625445,11.04215146288301
13.9938784362337,16.0234199795424,19.4627141698536,17.1625462953687,9.496542886032,15.1374639969628,14.2698283768761,15.421893954266,10.36390417269536,9.08578780959414,11.3019467644618,9.47668077306929,8.96358877952694,16.8279610085998,16.7607869394201,19.0456991462193,16.2811090232597,10.08464360016883,21.8987515631537,9.84338038473709,10.03595339430369,15.0816325941359,12.4773404559235,12.5603870200151,13.4040380187248,10.94872193109256,10.32485693954626,11.383123521233,20.2616165030653,17.1621838098347,8.66558245693779,8.44038498127593,10.23155633356671,20.5510683723155,22.3260233963844,15.7241494112063,14.0006128343392,17.4334129250973,13.616218241993,10.49208899397584,14.8643172288705,14.0555183814178,14.6255145562328,11.392850041947,11.4473208243414,10.66841018166814,10.48148112489205,13.5262206123472,9.80860402504433,17.1707146287097,8.66531375670562,9.21588296359732,11.3429221986523,9.16523462018239,14.9929946329055,12.05326969702744,10.35475369061504,9.72971641117646,19.6026605082396,17.4867331770332,12.5819669737226,15.4260271160487,13.0790972204037,13.9368387301551,11.1342084184926,11.3830395970366,10.72235801328528
14.9002489051923,16.1710744091227,19.6692324546923,16.8871823553729,9.50940992266342,15.5527600200451,14.1612735646662,15.6088840370838,10.40199905268428,9.5762882532115,10.7065676462504,9.20637554300654,9.95986695271428,17.2840158586193,16.772610805643,19.7439821359119,16.3538624095309,10.58397294414057,21.5534158244914,9.73933761550325,12.69086709507666,15.1657581102904,12.4904597494116,12.3744560564324,13.7174140012536,11.19940968287587,11.67050335706236,12.6073655666758,21.0879921543352,17.6371872532119,8.55925236269755,9.69985981409991,10.61568375309943,21.5331994259045,22.028003085919,15.5143299506073,14.0403935366384,17.6593171797075,13.9206222362346,9.70364790148947,15.3029296016464,13.9880633550377,14.3767780108785,11.315065058718,11.0031110369844,11.00767174822778,10.41932511683877,13.4799994396165,10.48219092615717,16.8197464990736,8.4472404597648,8.65140209940095,11.54217525936632,9.24330023219542,15.319613416594,11.83092484953779,11.85556462168719,10.0735318529235,19.7592025844844,17.4529572433892,13.6680951183929,16.027124029301,13.0921509044222,15.7938905654168,11.8907626979682,10.59114779902321,10.54209089498319
14.6493303407265,15.8147545514448,19.5075291003555,16.5955030806341,9.29606783244379,15.24090462472,13.4675537688131,16.1931766794727,10.73708845419936,9.60896505289703,10.6916229802021,9.75431590291415,8.55584824882928,17.3609686883227,16.5017990050052,19.1747237254004,15.5866628533698,9.10466369920382,22.0149144108452,10.77452983696118,9.56919754446182,14.8323999379566,12.2823268558684,12.3232808576628,12.6329320067169,10.80143904053062,9.90670994702044,10.5990719420675,21.4292922618999,16.9482241408911,8.46224105698909,8.91191321285527,9.93862038780234,21.9376970526092,22.1011544399436,15.1807413279014,13.6309322668125,17.2487057225456,13.6600279259676,9.75265846299725,14.5393670714082,13.9570189278144,14.694603370835,11.7743141398773,11.0984199991152,10.37716203715274,10.21857626172024,13.5976655175278,9.96972572323469,16.9756200293238,7.9281539467869,8.16257140327064,10.61853279101132,9.61791990460784,14.969090534229,12.28000868671306,10.16183972050174,9.68330460602622,18.8079784333482,17.8187745390826,13.8664656055363,15.7063675780772,13.143199521954,15.3737680922776,11.2515285396838,11.46116796867458,10.67990227975004
14.8178280701647,16.1157585911585,19.4867422331461,16.9968102880031,9.75091521898099,15.5104251602062,13.902994720894,16.2456813690151,10.55268140822944,9.91132259725416,10.6502696406934,9.04029301138892,9.31541033435418,17.3504963041646,17.2264022333372,19.2900403110944,15.707602603975,10.16139271228638,21.7051487766015,9.85385422142294,11.5916838938741,15.5993572264348,10.9053430774972,12.3415612287578,13.2315496744456,11.18685771061566,10.6310245513932,12.2165246090895,20.3386413889793,17.5638128071459,8.65255559650013,9.63589554056532,10.58646006115319,21.3330399191114,22.3537178591783,15.5831655791964,13.6617681939687,17.7442999378721,14.0434655648105,9.28067827171992,15.5280233502493,14.3378574355618,15.0021869033779,12.3840919322021,12.033446597029,10.0927030020025,10.85572576772894,13.1216225506665,10.77375567467325,17.3258468964812,7.96879616961213,9.1884422704936,10.86272268500308,9.88496650916214,15.7584235496475,11.60018014932519,11.24479625451121,10.22507350853748,19.825350326651,18.1996074336812,13.9078054810383,15.7248460466496,13.1972939898909,14.1263786996497,12.0810703994969,11.68004961628029,10.56841568729611
14.4292350936892,16.331986790022,19.6442908967729,16.6827788042027,9.64329822292183,15.1363982087182,13.7692169636322,15.6123957572328,10.72563833850642,9.19178495371662,10.3014613413372,9.5505454022041,8.87076153856917,17.2725173849897,16.7866177503339,19.2729118688551,17.1067644004755,9.51124921978624,21.6730254654015,10.48178969058155,10.66357179979611,14.9485068044386,12.3225141741933,11.3731700089424,12.9687597896844,10.80019832196217,11.14072490731284,12.9972154281046,20.2131750340915,16.9526561252484,8.3346765936587,8.86664417708341,10.37209839634268,21.3779474642677,21.5707913179863,15.0828411262692,13.2207188474317,17.2293196862334,13.9769699341426,9.45276113741274,14.8881746822496,14.2159525165032,14.3056978358655,11.1998926686042,11.4697980042146,10.3238079739435,10.46924820848504,11.8334020741793,10.07275985980004,16.6490105108846,7.94778983203066,9.78801486899003,12.01614732108014,9.15667547984614,14.6202469401815,10.70516190224462,10.16049156350097,9.47298085404049,19.4478659583328,17.3191407934566,13.9887221321842,15.5037693702255,13.3688747376957,14.4180248569368,11.6175288802425,11.79983059238138,11.44011582489424
15.1399137790513,16.0594358510607,19.3601598513283,17.4639835610953,9.6081291500484,15.3646427753939,13.7742596897677,15.8159033699605,10.14280326622269,9.5058200185281,10.7562019640007,9.92523764069586,9.04435852168974,17.5028168119139,16.7474808788039,19.409282365846,16.7656495420015,9.84124122478067,21.2489832926702,9.80675909374718,10.50258072873505,15.2138449760781,12.4186157701129,12.0422118952172,13.1697315151009,11.60626533401832,9.99693776660609,11.6251105845165,19.5875519717587,16.9461433812814,7.66919005167793,8.81342957753945,9.72237626505941,21.0425977914588,21.9750358347123,15.449635040146,13.6667606578247,17.1449582441038,14.147435419354,10.16331275203439,15.1156708305067,13.864325761048,14.9886436087292,12.6025746875139,11.2123223282558,10.14946278949559,10.63076353149215,13.5415834252332,10.91824747538118,17.7660287247315,8.06666416823479,8.7805054002479,11.80845584363713,9.39305169498632,14.7960991029953,12.43017347569007,9.67896159512638,9.73732074595233,19.6826892639378,16.9093715253221,13.203859414764,15.7320074121007,13.2892234314622,15.18644231708,11.9182616455258,12.37631240590989,10.46825434588929
14.8115433085571,16.4119170972057,19.8116896675452,16.583573807742,9.50751385610709,14.7964682961124,13.2860244593319,15.8004276845185,9.46515886682464,9.75984324283209,10.4550315651843,9.93484080334918,8.74808674643176,17.0719298504815,16.781867472327,19.320993729098,16.6904467130964,9.9192332261993,21.1971167547026,10.02702348109031,9.89142250071763,14.8599932777941,12.8527328147177,11.7926992209797,12.8912559406342,11.38506862783289,10.7563403306767,10.1686774489606,19.567635693931,17.0315931661723,8.8621657406252,8.8803260883462,10.20801413947406,21.5886375982194,21.4419064882878,15.3272619486376,13.4099660736639,17.6417373857583,14.1503163862513,10.3496384824346,14.5101098978882,14.7342329285951,15.1727495211061,11.2140120647761,11.3111074460295,10.1164112435276,10.53758441550233,13.9069869902648,10.05216961920432,17.3454818796462,8.48743282621765,7.58467426881415,10.93715110153404,9.43447163757383,15.0480052799191,11.63787586287468,10.30057276840077,9.30373114965263,19.3982024478735,16.3785240851913,13.813597200457,15.7188356650424,13.1087509110477,15.0944175461598,11.5483131222113,11.88738768940587,9.7913473352615
14.9217317852428,16.3244930017554,19.6505544497851,17.1808181813143,9.81861851410906,15.132895363058,13.8306045010998,16.0189164781118,10.51456450067225,9.10880667120989,11.0410137297298,9.75950042811509,9.06182345866436,17.2557808863095,17.5504509667655,19.3708961444023,17.4506094591642,10.36655338586748,21.2905076029316,10.53821125984593,12.66653169075898,15.2466598221982,12.3253118814099,12.4524601022299,13.5457610154481,11.070725517564,9.7383412415006,12.3498844727178,20.7583960134049,17.7241713128798,8.83880004757901,8.72080929388259,10.72123805117507,21.2367624968726,22.2294121670762,15.5839949844471,13.3476682712164,17.9822721818275,14.0273992725429,9.48807542189991,13.969108650748,13.4607083513924,15.1726258372426,11.4594866161411,11.0050314442555,10.31620762087827,10.99871712946175,13.3074935425023,10.36038214994563,17.1340165598124,7.64034725664915,8.76774129017284,11.83502384067726,9.75109340444873,15.8952816859883,12.22235905002563,10.2889412959975,9.66049323068685,18.8096492236882,17.5247122845181,13.4762427773661,15.9928953533128,12.6936571661081,13.4699596146482,11.7229988818563,12.97417460021843,10.79595589555792
