A0A075B6Q5,A0A075B6S5,A0A075B6S9,A0A075B7B8,A0A075B7D4,A0A075B7E8,A0A0A0MS07,A0A0B4J1U7,A0A0B4J1V6,A0A0B4J1Y9,A0A0B4J2H0,A0A0C4DGB6,A0A0C4DH29,A0A0C4DH31,A0A0C4DH35,A0A0C4DH36,A0A0C4DH38,A0A0C4DH42,A0A0C4DH73,A0A0G2JMB2,A0A0G2JPR0,A0A0G2JQJ0,A0A1W2PQY8,A0A3B3ISR2,B7ZKJ8,B9A064,E7ETH0,F8W696,J3QLC9,O14791-2,O43866,O75636,O75882,P00450,P00734,P00739,P00747,P00748,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01042-2,P01593,P01619,P01706,P01714,P01721,P01762,P01763,P01767,P01768,P01782,P01817,P01824,P01834,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02647,P02652,P02656,P02675,P02745,P02746,P02747,P02748,P02750,P02751-11,P02751-4,P02753,P02760,P02763,P02765,P02766,P02768-2,P02774-3,P02775,P02787,P02788,P02790,P04003,P04004,P04114,P04196,P04217,P04264,P04275,P04278,P04433,P05154,P05155-3,P05160,P05543,P05546,P06312,P06396,P06681,P07225,P07357,P07358,P07360,P08185,P08603,P08697,P09871,P0C0L5,P0DP04,P10643,P10909-2,P12259,P13671,P15169,P18428,P19652,P19827,P20742,P20851-2,P22792,P25311,P27169,P29622,P36955,P43652,P51884,P61769,Q03591,Q06033-2,Q08379,Q5T985,Q96RP7,Q9UHG3,Q9Y6R7
18.526459427721466,18.981575460089562,21.210006323597955,19.202370126075643,21.406312303946116,19.058761059068125,21.14497413430272,18.153290981491764,19.21091447103765,19.806383987092293,22.89305907751185,21.193446856171178,18.671493164253707,21.239476299477342,22.571085605952028,20.926769971293215,20.37042809133585,20.05686635346081,20.698986569051804,20.275318638759313,21.775083197518004,19.583517983787836,25.410595664358674,20.35189462500509,19.645114291059716,21.267226908921835,19.63705629394593,21.004316658427626,20.44377553408332,18.20915517678444,21.74599688829263,18.81606677742127,19.931845899276983,19.80558188043167,19.63822083680484,19.55223853832566,19.934188676007814,19.433353633155782,20.339281232541047,19.970553794896393,18.889624658627046,19.386711446683123,20.018921959319112,20.21716114334699,19.626469167758334,19.281385312613132,18.881221899932676,19.8865545801712,17.387665863242052,21.81680300896209,20.3400190910082,20.8327719646408,21.92475772778635,20.493518823384658,19.78105429800052,21.37410215460761,17.252485655786217,20.448404743054258,20.77391877901406,22.465753632517142,20.95884004426935,21.051424319718013,21.669350005737098,20.28507497383717,20.350278337061077,19.78966546297314,20.525761252303266,19.17290377014828,19.21992620959516,18.340980415419747,20.962599077246864,19.075172551567864,22.334724410687375,19.26108822470266,18.934865147744596,18.758234867884546,20.01925654133934,20.15243672670646,20.357327339931913,20.16259585283405,20.055378623879175,21.03814568681574,18.935300157023384,20.21589250549122,21.106668060456318,20.24144501324307,17.830724062474758,20.620228844253447,20.28381890126484,19.22825025073877,19.885753975386855,19.73146677349651,19.798944449203564,20.00988561792675,18.908066060716905,20.41700578678401,19.891145283035048,20.153629079086887,20.519131183322905,19.871418854497602,20.187895585801947,19.401904263124322,20.696506188691394,20.035573704854745,20.31186910237876,19.590037168232723,18.905881913488745,20.66620299701188,20.178043655128903,21.416784845197327,20.409983222129416,19.464642291041173,20.1694540137027,19.560996238442936,18.66115906524525,19.432306707964578,19.616705818380144,19.537718869797377,19.709898214412284,20.29978931271846,18.76745624565405,19.58631046282184,19.243720253458047,18.809971607457683,20.345748831467212,19.940697775621935,20.228263797481787,19.84278108883783,19.92304295207471,21.2846669657241,20.00808838989018,19.651207745738763,19.318725667882457,20.146215675884246,19.579580410941762,20.240435285186283,19.48199145382043,20.452355827473816,19.46401480398105,18.567519458792226
18.709439734820126,18.954881432357368,20.437323693568835,18.521616147186233,20.708736138774334,18.848321137533787,20.750807089162546,18.70440558353709,17.93025955235865,19.073017933606096,20.625826748808926,20.874868178349395,19.0408514805734,18.93262501499427,23.124285905281376,21.007493262452716,19.259882194315633,20.41063384219347,20.207360476248034,21.6975000736433,22.57643724412579,18.39975926701981,25.515342950552693,20.656175698916478,19.65593184625087,20.958629583133654,19.84665643056139,21.16333474249481,20.212010463239487,18.729113197165084,21.44488431557956,19.549370728799886,19.561230562625344,19.912268254917866,19.603823942859187,19.784784234927525,19.82080292330231,20.318676145068995,20.259680777120856,19.737890788511233,19.810703905062365,19.486878043928506,19.90682632168369,20.10668239179204,19.722936757529173,20.074999573188524,18.9165899220079,20.602012890855484,17.576635306886953,20.806184251120325,23.23029235206117,21.178337011275886,23.09638043607858,19.663997960655966,20.165797428329864,20.615396164586098,17.75189471804681,19.50377458659774,20.632614012734315,21.841010066561775,20.725854511483906,20.485313093411275,21.636433894176655,19.900739049991607,20.51433138949335,19.269591013727737,20.133959738984917,18.842213419961325,19.388156311214736,18.041322650462654,20.97935053145582,18.550084518891907,22.522251913239327,19.471187812533085,19.16619178388037,19.263384880116792,20.282521921460354,19.821792067671527,18.912058035870544,20.658357475587348,19.54838504378711,20.51927420450976,20.55499132510457,20.331563866123794,22.83248349824594,19.704382345872634,19.774428983263117,20.800544234500403,19.930461128308114,19.693520809978683,20.06318029093206,19.59309607723799,19.8522767570421,18.999778557250167,18.902125248029947,18.83265558661621,20.659020560646464,20.73636719397379,20.048129411979,20.417616533939377,20.316878486615757,19.65045494719317,21.48925303368076,19.969054551588187,20.667335954017158,20.28779534682181,19.517532208495435,20.352577140932965,20.165102304566037,21.89237221151639,20.31446312222842,19.768349894347324,20.39811576176149,19.686024617522285,17.21652512678159,19.355142770708262,19.072784125709624,19.38466094224309,20.175652473424353,20.601868263852108,19.53951678686725,19.915499634498076,19.101041944107006,19.669084324862904,20.36205520359768,20.332022030371203,20.055288188575876,20.32934775792903,19.97496661954478,21.3016291552575,20.37771400157492,20.976121111452503,20.273657722718678,20.26165063866137,19.948335425044068,19.87471078647069,19.8449938280626,21.105476652791495,19.458580227828968,20.260024011615627
18.2982837922324,18.67776535590307,20.077750819687065,18.125663711491782,20.945235631732128,19.3797957081406,20.871130595741114,17.23346950465691,19.531326525083312,19.347585280065903,20.073390392563958,20.91697601201031,19.305971259574964,18.853968846097942,23.87825959838497,19.738981349506368,19.64312551373299,18.54879228762658,19.08685533229855,21.735089211010123,22.706703248259878,19.7457220896324,25.415358604503353,20.91191343150838,20.248348250615443,20.54199547931037,20.063517846997208,20.541240188350802,21.03279181528625,19.31250575697697,20.644160674733925,19.107569200342443,19.002687354056196,19.684639467327923,19.574053258583213,20.123304350863222,20.1480468197281,20.161810863402955,19.917460439878745,19.805213669700212,20.268973172948,20.03238092477577,19.785329128388472,20.25974016327062,20.258260305962416,19.39111790959191,19.806328495044546,20.51314040570321,18.596466210081207,20.470251134491566,23.80604985818628,20.901615804511515,22.1411626869931,20.6120447408572,20.046852235353388,20.088833480024853,17.99481124100647,19.73796701264442,20.33425084813718,21.50693614250881,20.784213225511483,20.459044538678825,20.86062726082023,20.85675927563462,20.63725275885154,20.557832448423454,19.861752939605264,18.29650403866927,18.475288726193295,19.02454381150592,22.696421366860015,17.978364193166545,21.702507245199477,20.069422076567804,19.467906352006814,18.890121145722084,20.16256392869369,20.032159458346285,18.82665320392612,21.008369049704722,19.699969698630092,19.757722867589504,19.81907736897581,19.928381033090492,20.21594767010809,19.754946761915004,20.734102412265155,20.551085588588663,20.487495125996258,20.120909485887896,19.786726298895314,19.83053575637308,20.148091381630955,20.285747004236576,19.219217047633403,20.051318116972507,20.307448706316524,19.506559890073525,19.608119244651277,20.09531864346803,20.92503345167035,19.52437124671083,19.611646902907854,19.64655147076119,20.877837888446198,20.00660543449085,19.32342016731561,20.47532938794513,20.0894789268734,21.57892817012885,20.305422677049048,18.97544281067831,19.774719301729803,19.997421367293185,19.268937604366798,20.391426992001275,18.397335939871716,19.524898046880587,20.17786632545108,20.709106371813117,19.819502451988132,20.115097480759548,19.758162313050246,19.422085816662253,21.17591134847182,20.72232718937651,19.81377334076965,19.348554803192567,19.686445327981474,21.081076538222142,20.02212724458312,20.39838214337804,19.892565714802775,22.395747442937314,20.147717623430925,21.638013429503047,19.549015351130464,21.715954033931308,19.558924560109062,18.98896146872523
19.33790943308144,19.4803299971304,19.542321006035976,18.629984163205794,20.79382397538893,18.98223681301665,20.880570274899785,17.83996159601443,19.065274592409168,19.337611209597448,19.47774962698943,20.904788341565315,17.94998390503565,18.480273177039134,18.31718322754784,20.71126623760153,19.610682686601507,19.136248881844377,20.405369420215642,21.034942753958102,23.197090477137323,19.073164752845898,25.095420706323846,21.393273664347902,19.64304427569755,20.19638182244942,19.772248283600234,21.61365214975046,20.935738596313513,19.06060011362614,19.492205357425437,18.53227561800819,18.13332322310775,19.84767924285596,19.54553618850155,18.623076237202966,19.698740847624002,19.698828523559325,19.558081929547118,19.965517758844577,19.454473587351725,19.616567147148892,20.107195857946802,20.004481403582385,19.844514337273605,19.55364967906254,19.72667436277063,19.845710227059516,17.26300008574266,21.654209847329277,22.494646892114048,20.300882007328234,20.270364877516197,21.08553756831574,21.07161991993725,19.87704051867516,18.227873442996245,20.618961540429265,20.35725348447333,21.679850144764377,20.8282267413635,20.57945330856168,21.035946346525712,20.13165438045847,20.34220151128013,20.656852319507387,20.448408751718826,18.92251813144469,19.756487068658167,17.649816351769456,22.574001161757447,18.226035104123092,20.865936299106355,19.573311303704887,18.772023017210593,19.249310025814673,20.024302402465427,20.70136080925078,18.53509754448572,20.58100277101672,19.688651589866485,21.63846931241353,19.30258018605401,19.704459314301843,20.973316789834062,19.77415003812662,18.542268080004572,20.464355466477222,20.524241285942104,19.85494733581254,19.686596100151473,20.205804888387355,19.786945698976908,21.26137374024305,18.734146596026513,19.825867893638954,19.718863075114715,20.600242196356195,19.736621699654282,20.11923592900326,20.94863186578631,19.41516165067571,20.182244781555717,20.29597303105889,20.31191968327303,20.34555965261834,19.547185143295536,20.381619960846734,20.349394577329406,21.64458918137892,20.139721262411694,19.16756389597208,20.18280733302577,19.795540761925427,19.627768622080882,20.914150895442695,18.583045472385667,19.098417627562732,19.643378048777492,20.995882366914664,19.44379548465879,19.3378394117073,19.599845442312493,18.296279710051795,20.40440894518405,20.700678455860242,20.206801462692386,19.829985034788066,19.639321320757446,21.657262569228457,20.574348667148776,21.066757296471135,19.70407739057818,22.129657995377432,19.969524556913395,20.31386099946119,19.78254281241259,20.59212986404198,19.278702927677642,19.36288773128993
19.34292880423551,19.72730778823184,19.99493419667222,18.334042880306033,21.143238799176036,21.035644230456782,20.693458136156476,19.775088181765767,20.336340926488433,19.234133124384762,20.236421885832684,21.384470646406598,17.502029512634593,17.314070220475482,22.885344467717392,19.50086494427873,19.232642820839544,19.463424238801018,19.578138854956077,21.014875300733213,21.712430596419022,18.87923831662965,25.90792135670085,21.36293648191984,19.518916457643236,20.242120748856674,20.030881919277675,20.245421250009212,21.030290192038034,19.09972828084347,22.56128497916319,20.249347710334963,19.264737797189127,19.57595919513108,19.740738983810243,18.984045378676328,20.131829238029884,19.591176237866247,20.25279187722934,19.812860171832764,19.48780445200178,20.116439079608707,20.105057384715373,20.198625367415048,19.696233758606642,19.751163602239853,20.608345651458336,20.699986140283666,18.027288097402685,22.05274583460104,21.874659610548377,20.05480996652981,23.038963224924572,20.9356694728753,19.038234561672535,20.4361393853436,18.31421726824141,20.45694617439306,20.663404007200743,18.798487040827855,20.793083075801096,21.499505849399153,21.279590742703547,20.86320018444178,20.266896908195076,21.487144848779547,20.44497499409261,18.61281047223943,19.55917587171158,19.156968547043686,22.021580657216294,18.560123071790063,22.059406227849358,19.68227616033859,18.00927183133549,18.711492139887472,19.553635702805078,19.733429675236565,18.731905158017167,20.69368156813289,19.79843773040703,18.539160818925073,20.464084355788312,20.232197111585073,21.254421217316576,20.15693682612445,17.768959210317988,20.90576865843945,20.13497146179778,19.592995689958073,20.177631542639162,19.341095232566296,19.7092601159238,18.769566570337165,18.774776897367786,18.58504352412126,20.53663233618986,21.56338544018611,20.465037643787742,19.770328028446805,20.425842943892444,19.414859519823086,20.97676544477257,20.14108868558593,20.346548235174232,20.377909822441865,19.269649118749854,19.703248524834514,19.710896407846988,21.888369812776222,20.469970233331935,19.415421963186255,20.113162328565974,20.24205780983575,19.322007252617656,21.179753901765952,19.483813204972996,19.461536161371814,19.937429294968847,20.523636319702792,19.243331590394497,20.263252241030912,19.760570507625037,19.291701569429954,20.28622342110618,19.2390538773151,20.08735154163523,19.945225675131976,18.777241904468543,20.391676732297608,20.576528336901063,19.649017598491632,20.07083243349155,21.646035571580192,19.65597917279378,21.101208418974537,19.34761021745862,21.642324674359,19.50040825342866,19.291601754773076
21.860003498641994,19.744067457661167,22.400194057265956,18.67937265749524,21.82981828017453,19.553109999541302,21.116396718033943,20.284185650188327,22.275784629560434,18.326597473703778,19.21366465755066,21.04955203224086,19.30275327615015,19.417216487341825,24.883038631272832,19.624385896443563,20.498164899347024,20.578389513607785,19.457314804243243,20.341525374845705,24.118401000792762,19.997281703721537,25.77664343230479,21.536814253727986,19.518692660486437,20.443171994897362,19.997938157701416,20.31392573319691,21.124863892498997,17.326275585949045,22.099364757909512,16.352370001630376,19.728371743113286,19.70246400353651,19.243431263938696,19.86040711867548,20.037480401354202,18.774723907428243,19.775794228767534,20.144521647427247,20.48732779562356,20.370611158958305,19.667210503077754,20.402816122839344,19.713354129049296,19.55019098232904,20.353311787774004,20.4584421870253,18.714594816383297,19.665291219143867,18.5334069984883,21.006937605666046,22.47750661085231,20.60464218479576,20.949152798515303,19.917985376626003,19.82999636998499,19.991217831005724,20.77330009130074,20.421334441522667,21.223766756284775,20.583033927060605,20.64209076177675,20.04783795107174,20.374264772537376,18.16251827860401,20.19994142064825,18.406624798991118,19.008828987955745,18.831043362661166,20.722723022188035,18.966191745222158,22.016454242046755,19.065416196410208,19.75255001775181,19.236777690492495,19.78034010592163,20.517271028735838,18.92594970364492,20.67026795979758,19.49220243281143,20.658100307516527,19.907878479130925,19.48341856950589,19.554332267048025,20.105242779797216,17.867616154614236,20.43044884452394,20.761511425565672,19.299282791034628,19.675093048726623,20.601484066864025,19.98465184611501,20.191389001554423,19.020218629079178,19.800533302580618,20.733448935253275,19.044672250628363,20.1446698110711,19.733328658321017,20.328913428728857,20.29884525322449,20.839247950142514,19.38533313453082,19.41950493673722,20.16026749953726,18.61081706445208,20.819017548617584,19.749641192826914,21.43835734571538,20.366610217368837,19.37518404271964,19.587225742209753,19.647302213582975,22.075816594467128,21.32632941746686,18.97820237680853,19.399440800032906,20.32884628923247,20.477495248047763,19.200315937867334,19.672184313204177,19.257170817074417,19.401542558165897,21.04215767339936,21.673544079399402,20.53149597900424,19.690121529307262,19.312026518193726,21.382172809349612,20.01919653732936,19.135925333071626,20.893391008853374,22.241168155573522,19.595799081569705,20.569676720418038,19.403248724832643,20.62432230596038,18.790721445262704,19.24221156471836
19.978618394877202,19.62635180891262,20.064145024190243,17.798506958546167,22.177357967303752,19.282896444615556,20.97986552699661,16.327789768572373,19.470730800076517,19.673115187276878,18.73338817080137,20.93595983342829,19.21527240403317,20.09756412464719,20.258578650474725,19.467189114579952,20.322861872205923,18.07670513941778,19.599584072005303,20.252799756422693,23.875605126896126,18.71548253354343,25.2636654702971,21.696766221365476,19.66945629231939,19.782776219973986,20.04139324935384,21.013141158134854,21.335566190851612,20.356278839104966,22.582901986061326,19.906937475341696,17.29701314468509,19.646660802359385,19.72845322841748,20.293873230593356,20.487004977904938,20.478019728115964,20.473183071264234,19.905638197520346,20.07920288937995,20.126906209277475,19.761621242825314,20.359925969784374,19.982259516494505,19.73586765680176,19.644922467041468,20.475523262396774,18.89806335866451,20.26657119459325,22.078800420046583,20.641309140536922,22.81330091492341,20.955574510839572,20.070930361987628,20.19917389205737,19.061890223455123,21.19619820905915,20.72703021251206,20.38163118332972,21.12263419930414,20.358998170446302,21.024065379690573,20.34585980435418,20.348307443569187,19.10778161185862,20.16361543614951,18.22024147255928,19.287286152335906,18.74864679462017,22.269821161881644,19.135485125213453,22.852620202552963,20.02039921303023,18.40973278155616,18.752686550888907,19.810546839276512,21.20194165403185,18.247447875133826,20.682313582483907,19.551099869075088,19.95872021721464,20.094369302956718,20.400141458319553,20.34159876058973,20.002908929252474,19.571157244814607,20.447641446182185,20.617355699805866,19.840050863523054,19.680597115413967,19.750315141713166,19.78135222303188,20.92752552026106,18.662462244378634,18.906201416615307,20.548548294767244,20.18411580791844,18.71910948620064,20.4468724085258,20.69501431436189,20.040872154981805,21.8398848364746,20.052304255773485,20.01518994012178,20.46646320292954,19.26029884657819,20.82063408276911,19.770782847807588,21.751406252020384,20.390538371501176,19.944577939796766,20.500113399973568,19.837825308743387,20.367721158608923,21.32778556760521,18.81512002878756,19.152732137909624,20.531308905728086,20.48759989633849,19.145599177749826,20.039898368974793,19.196076137987646,18.964703284208987,20.319424627236625,20.433752073432807,20.247998708408968,19.614172267782326,19.057867532063774,21.499115713495524,20.31674219831709,21.819886767816755,20.301397495084572,20.64919630300349,19.69165625198102,19.83964517689762,19.39072795026193,21.12045982856551,19.411265117571975,18.877466354587717
17.53216526815211,19.386806357553287,20.18088453513531,18.811865451134395,22.094654897750218,19.351305697893114,20.602594625193497,19.412380011097987,22.68105134247383,19.306782188085773,19.46790992653155,20.98993982661571,18.257531551509818,17.82484750255161,22.16936627455938,19.265511114952915,19.039196626170668,19.299394151669006,19.613949996048436,21.615201463593056,21.400906590970433,18.89393257317053,25.20385311193603,20.636342584117923,19.68006275317533,20.6776170038706,19.933555945768155,20.87502873396485,20.506442572048122,17.279225492872737,19.3916611477912,18.463062812585935,17.888592462536707,19.733729962023222,19.591740916220754,20.033044262098915,19.473464415803196,19.749492650754505,20.247892967597558,20.052217275490754,19.970347557073005,19.98276521535896,20.240279918562827,20.399236846501257,19.847780611546955,20.097226094984396,20.675810267003875,20.50140144494899,18.107497259216636,20.653085744076755,21.312642426320515,21.323602377588294,22.806868247495796,19.58685065685019,20.530936527173942,20.628653764677377,18.536428473416684,18.96462006877115,20.565595934000356,24.295915106705724,20.51504839826237,20.289174182668695,20.831770720793436,20.955737004052285,19.96281205159579,20.10797119617077,19.922319122071,18.45950773361372,18.70799310174678,17.76693021225446,21.12999354904414,18.653421714362086,21.7089580100285,19.724096522705082,19.33714054219965,18.41715250320753,19.85344061371692,20.00664919852908,20.25126325671265,21.09665139110687,19.637456003372222,19.705283259178394,19.516255305869134,19.343675180452173,19.53558282948765,19.87030737624174,19.347829898422912,20.672830568088116,20.32563375845554,19.917300989992658,20.0476191596171,19.38680911639366,20.2789847598171,19.307595688726252,18.760066169741542,19.54653102282771,19.77499944712537,19.933092019230607,20.351873859075365,20.284773696424697,20.159391652678057,20.089247940318103,20.906979957288822,19.2275658856029,20.66166996882773,20.362482216430585,19.328874909290747,20.27611648703458,19.02985676994614,21.077568833718573,20.646352954100873,18.885330557985135,19.641830650555775,19.76599486574272,22.791700900802443,19.35526310529661,19.517565635882566,19.13704865500264,20.48230644639917,20.51495245528858,19.267126156660147,20.674563370911923,19.36323332135699,19.455398517309792,21.416013581070985,20.343053543591395,19.967709934333406,19.298031300844183,19.59201367789452,20.44993376411011,20.041515443299716,19.64100173609342,19.795953658333843,22.39529997549025,20.05115085746598,20.628356026397526,19.633253397827737,21.963210806140243,19.028938096368712,19.14823124187612
18.972027966679267,18.534397876325166,19.838112707604893,19.063392906720317,21.809640190403112,19.2892085415184,21.157410514657716,17.027815495059887,19.08534135028188,19.66443934621461,18.555468732675703,21.05017166631744,19.17841560879959,19.222385100391822,20.238974673859826,18.992526333541587,19.50181506921491,19.768755242561085,20.940493876391304,19.624289631182062,20.961297709612676,18.528713611043568,25.821689659396377,21.321519362798632,19.634208501120803,19.666416887384354,19.663278126829777,20.902630940191393,20.810680757523375,19.73081321241142,20.929290065904198,20.724085450464298,17.652402549732663,19.985647974259816,19.765450937960814,19.124315695767095,20.237645454650128,19.689712650887714,19.63636677342453,20.0572530000746,20.22848188541319,19.42321883992885,20.239305157879436,19.889064744657148,19.956144729541965,19.39828341246006,19.697378518839677,19.731286412169496,18.689411949819554,20.36822534946275,22.78708724339712,20.895294485203795,21.604762343620926,18.797664665802607,20.06573680099006,20.899575114199077,19.177234154445795,20.925330383038222,20.210626283477403,19.548006468388316,20.92222967031536,20.877759272976952,20.942075316895018,19.974336601151407,20.372323940176912,20.286629331183494,20.510217080454392,18.905614623933246,19.216175286473348,18.08183845126556,23.230597428901152,18.461479090175153,22.23138144074771,19.830504726624877,19.40056987728999,17.872607225425323,20.065158113419578,19.553847856418678,19.14143268311639,20.891522599035515,19.334683968266607,20.44093620861375,19.8960814882982,20.027206550322468,19.505599990669193,19.76590738662751,21.61855515074091,21.0385778498316,19.822785556094683,19.48541559979512,19.81345969775668,19.965371148326113,20.068749399455704,19.24733500380133,18.998556136564936,20.07740447750697,20.155719909330244,20.969191202144895,20.511434324248206,20.034474399727134,21.068373147067263,19.958452781786463,21.427130563458245,19.848818864900824,20.90588623035376,20.417037077274685,19.85523548498613,20.47001879753152,20.551393203127198,21.380801749878707,20.179660913170217,19.598954661198963,20.634966330417843,19.978871679724882,19.547437486415948,21.101050760549228,17.916823489447545,19.42739339352788,20.674032100488642,21.06433967242203,20.021605720572673,19.770740060218884,19.336884461580222,18.826678434889427,20.675953626449434,20.96367317246171,19.64908039288578,20.182340412647026,18.721711314215305,20.855057043431156,20.35313913735649,19.43071396557459,21.22957105249025,22.733152178919262,20.364104602581623,21.004278977392257,19.283565990802526,21.96589517416448,20.60854032601968,19.07999114100095
20.39116753903004,18.807460729664985,19.99899689067057,18.24713136718409,20.328849620805755,18.90178606808012,20.78115310745327,19.214252012908247,20.693506924438424,18.518375132313178,17.11718680157986,21.002143303188934,20.20254617729106,18.623889000789863,20.543714749539674,20.678525233514687,19.651033185570103,19.610531677581765,19.22529251976984,21.529221845630993,24.274213996676178,18.758919429236713,26.01330175599619,20.792430514913104,19.669989947799937,20.942537421010275,20.015145748543077,21.50860147670248,21.08053996016066,19.216166127647664,21.2914322231441,19.935282819650663,18.11935602147725,19.718964783956235,19.57940515537906,19.89385096979167,19.968802619081032,19.71129924256335,19.739437318755087,20.118034876273992,19.76289664073144,19.908059089999313,19.839221385627248,20.411808918216714,19.58953127027879,20.316361491989014,19.051956781002104,20.679712284169447,17.340599453489595,19.41887523027806,21.65598053933826,20.9205398109901,22.42485417319834,19.01261591369567,21.414942269090773,20.23984889509146,18.513575275918356,19.519751324555067,20.974188540904713,20.48318631426059,20.962087070492615,20.690735014430317,20.920686996696084,19.745303709280766,19.939459595899525,18.902129869453518,20.246502022828274,17.90892291811167,19.427121210482543,17.74084394274646,20.89075600579215,19.03243074671889,22.356092883426772,18.96150845462644,18.786991864464692,19.236521354575107,20.386796317583926,20.55624663803504,19.086980453192925,20.82091718823498,19.882848043447343,21.221779051819126,21.46476939690613,20.05170999846172,19.953103393507387,19.87492586531788,19.40024368794109,20.598896764591196,20.625263617955863,19.67534702507193,19.931681015331296,19.979771888801857,20.286148863576074,20.386509533538906,18.779216379614557,19.74822791286379,20.53941193090102,20.289618493752954,20.190623764139563,19.709180582388058,20.584739178855244,20.356656063325193,20.911083794618072,19.746807903910817,20.802932234547875,20.34194255076732,20.600183874325218,20.74598838709647,19.45761258355104,20.68322926265059,20.460103120184176,19.923850478086262,20.329027416647953,20.24389423271815,20.74999739727336,19.706819242953433,18.94095340712313,19.120758433398038,20.325987173279316,20.560453254989536,19.427449265564317,20.497808503492507,19.404619574047736,18.594938321807888,21.025388206590254,19.98016324040667,20.492505552894784,19.731489562953293,19.569795246372294,21.57030645815555,20.32957115953382,18.887895645106084,19.737969035310265,22.553854899834256,19.722526476043996,19.787825653651485,20.029272212573215,22.201078741194067,19.276991628437642,19.276306026642256
