HSPB1_HUMAN,ENOA_HUMAN,NPM_HUMAN,HS90A_HUMAN,HS90B_HUMAN,ANXA5_HUMAN,H14_HUMAN,CH60_HUMAN,KPYM_HUMAN,ENPL_HUMAN,PGAM1_HUMAN,NUCL_HUMAN,RL13_HUMAN,CALR_HUMAN,S10AB_HUMAN,RBMX_HUMAN,LPPRC_HUMAN,RL28_HUMAN,HNRPM_HUMAN,RS23_HUMAN,TYB10_HUMAN,RS4X_HUMAN,H4_HUMAN,RL23_HUMAN,HNRPU_HUMAN,PSME1_HUMAN,EF1A1_HUMAN,PARK7_HUMAN
11.0379730405435,12.341393827922897,12.500652757752091,11.227448651567563,12.103590229863133,10.606205333267498,12.069388615469691,10.684676090803627,10.981212811322267,10.938087637745094,11.593381604189538,11.889307981582876,11.595454922625576,10.428505053669458,10.404052119879582,10.899300746542995,10.509409236457602,11.21798214225801,11.100428727600063,11.918487162022716,12.203180029644338,11.445407200013838,12.495208913136878,11.858950885195824,11.770013400305048,9.484441361886256,11.101830420640994,11.207894797960959
11.135774534187066,11.909900799506268,12.902711631248305,11.308891562181834,11.774845206699,10.449103223658375,12.409479114702572,11.373759663527663,10.970658158107046,11.697245393024623,11.666416442095723,11.55736453469423,11.884414644063442,11.196258540969838,10.757233131867938,10.309151736578748,10.407889872171916,12.725388181987409,10.806213788246462,12.280607415542072,11.940504033034662,11.109812724064755,12.509824796248974,12.20561315221527,11.478577117010005,10.021882421780985,12.237421109349523,11.379527004940437
10.538146239537799,11.370483538583665,11.846972142081112,11.045535760691376,10.967475462430313,10.579966340036755,11.73127261533659,10.626366275950671,9.849255228508087,10.447212703316778,11.50394814054148,12.047214313710557,11.512692545263006,9.04295966429044,10.049181788496309,10.345611254089725,9.439978259232728,11.593790772007111,10.765530144164856,11.437670151239178,11.94031750721766,10.796920732135453,11.965659366661663,10.974392161409476,11.173871452824804,8.717203135803722,10.425164601373554,10.251316473919207
11.67041326194168,12.985146738047595,11.267302288407054,11.588592582833915,11.527470120060286,11.472735818881436,12.613513557477315,10.507364033037872,10.741450224182966,11.414153569266789,12.570710381521723,12.389347644665921,11.915406822571377,10.089035654567724,10.2757836624639,11.293228886462012,9.556284101605604,11.729545380247972,11.125789616287342,11.85054790251877,12.706778936968943,10.176833192098657,12.988632567940112,11.838537665818112,10.97095994322208,10.018364824810405,11.43903992153925,11.447836028772235
11.499790197961747,13.126986772498128,12.409550762829703,11.500901218916297,11.281663230929935,11.775182305428372,12.998669445715882,10.771248654717796,10.605246406937662,11.231788049158796,11.73433756984705,12.027890672999268,11.494358019324359,9.491510988663732,10.943911849224522,11.010429598997804,10.742029569062895,12.366474484640653,11.613443163657553,11.138459463003697,12.855464066766688,11.894883484777436,12.686226000422636,11.914346753973387,11.428547997770792,10.31064845266026,11.526560716325367,10.930886901045897
11.295238411794196,12.683481526759385,12.514971819062485,11.615771617751799,11.58170818945083,10.828925278345388,12.614815761105815,10.646728010049822,10.850396213346409,11.062336438475322,12.00301284840374,12.784135055574286,12.018734103843896,10.369731273686876,10.514249328790196,11.002945196390284,10.287881986557947,11.815684010876744,11.281686712125062,12.626787427077176,12.960474792581556,11.667943671982416,13.387268000840795,12.086088581754588,11.504476769581178,10.168749393305559,12.541907674087252,11.967785372433578
10.777873329732738,12.922746275155633,11.894046871235306,11.585754237512946,11.65317389396358,10.567804961116844,12.30537760796893,10.918958550974565,11.252946506779553,10.75264169856357,12.010467570807501,12.340648661664929,11.855443891064912,10.010785260773071,10.636264133413103,10.78084005290734,10.127569682124271,11.876186175767312,11.085785167347055,11.703155034041194,11.115159486066997,10.973172906687518,12.471947623392104,11.987059948269417,11.618625689515651,9.974089196914456,11.36087871829699,12.120173497539527
10.847430581156335,12.021406857999498,12.291194593269399,11.315846559206406,10.87137575057141,10.642349482506873,12.817375013705647,10.331521497912059,10.5181279607285,10.623882509385503,11.27806470546973,12.043899475878339,11.91785467382162,10.058158897320517,10.716064633268086,10.722244396937391,10.42078215900619,11.780361241589317,10.870447656284782,11.48528291322962,13.272128423892672,11.635278133119058,12.786081553085028,11.72672933109051,11.449084028805549,9.592492139585103,10.989464233114576,10.190246884262294
10.766585910582796,12.52413115787426,12.674161579135227,11.399319478021402,11.174134130120148,10.485479081775475,12.02751923466393,11.98965711414427,10.94266039772306,11.404060231856363,11.891385387997573,12.143958519346674,11.340304873548204,10.299897581225084,10.455824477948992,10.701544258425079,10.30979480591961,11.535084025489272,11.291723984015375,11.875484848022156,12.689799263298807,11.653886972983747,12.402089868933826,11.621429756212653,11.249597180240734,10.354158624337703,11.082763544821097,12.05221463637157
11.065491498156964,11.78369874319484,12.193592747485004,10.7159700502924,11.724220675493763,10.308595193743923,11.701502351649633,10.543656340471381,10.544724657079236,10.565032078355998,10.875266132825395,11.716524851127902,11.75021394669785,10.033514392338828,10.303575644449097,10.926111617667857,9.43150777121802,12.389564101046656,10.389535455725701,11.553954491447755,12.853857285372115,10.756991636869392,12.052781625276104,11.214141706923762,10.664475100938676,9.346385108254836,11.357685421741255,10.40553861116484
