EGFR,IGFR,SOS,Ras,PI3K,AKT,Raf,Mek,Erk
36.74678191082412,4.945249439391973,41.51631779510145,46.23299322993115,71.53473654542121,100,36.89786171348693,78.15838269992315,88.51136955941388
34.04096213723421,3.25223880242076,51.042984543994514,39.80119286585627,72.98089962756664,100,21.28320098607159,71.66848860330461,89.09164233343476
33.54627769120229,4.809978857034834,44.68203393171211,46.68093498874952,68.83598722464629,100,22.790516213199854,71.28966132084692,90.2377605629904
42.10719251220491,4.503513625181613,47.42510522291538,54.48997937891901,58.718245450158314,100,36.26291105018953,77.14435334689549,88.47635301923124
34.657959202872625,6.421281983476403,46.05877401392135,43.99525433150899,66.49920678388524,100,41.24186016535193,74.57940182511955,91.39220649893772
37.44316742192005,5.444589917655668,52.13022340677374,43.50353646567489,79.57286448423484,100,22.577686948602533,64.28471049211478,87.13221391186279
42.127031381747386,4.008439644017779,38.45180884589624,41.44556800608251,65.23519057234978,100,23.45479677696642,77.00284427486058,84.62613706690173
35.24793230253929,5.654353253703955,50.71745224892555,52.837809685618794,70.27159216382107,100,25.21277934053613,70.22615465522942,86.25359597249812
38.852944166992366,6.049811776665157,43.71937403739094,53.06935376864314,63.86912302847276,100,27.449910230284754,78.30431611839865,83.77773078409221
36.52072450320361,7.105481386201064,45.05384117480237,57.75216516107784,59.64100714194303,100,27.505426525224546,81.13374206407957,87.6720831754829
28.72303544299521,6.225129866443412,42.50979399423026,53.822557535145336,66.08908057025967,100,27.427314051607357,73.76865656355899,83.03951101366523
39.301760507142596,5.410363141943853,53.83205408882008,44.946257320888975,64.65488478861509,100,34.61253752418744,74.3613686579013,86.55882269800703
35.96840824174613,5.81147499869875,46.51042639234379,40.76262874735504,55.09953865455546,100,24.609086842778247,68.90098919587085,91.86786395596327
34.89299747156696,5.834254618387984,37.86722094506343,45.530349231105134,66.61043845505608,100,18.799986245346687,83.21189380251103,90.75301823386314
38.78465220761998,2.3999136753709474,41.49777000710146,51.15604325586436,71.71396008565974,100,29.156305265892296,77.60044182562083,83.71763439822526
37.56566706761509,6.293781136061521,48.3511753563952,54.88082647845389,64.91294390557643,100,44.45661028645075,74.77076308157748,94.59857233517886
37.71841062378823,5.967024279806455,44.651927187847576,43.36092380603141,63.43164396895661,100,32.65349113982907,73.41309761515423,83.06947612787962
36.58584437780009,5.979388870643226,49.31443075946974,46.11433754011303,60.9290826200611,100,30.42016099640424,67.36324223280198,85.2531296811158
38.78375624886948,6.303582500812231,50.54279415566766,42.418104188844296,58.53069947518533,100,28.12804026249288,74.34108259266289,85.64802274522211
40.10065880235878,3.825072719028861,43.03827784470854,43.59209687539338,66.3811565324708,100,28.087279722539307,81.19268637881962,92.23245602962743
36.068067169193476,5.478177288178072,39.7754974899487,44.4991359794636,63.37783441060143,100,34.90013904178949,72.72294982966905,92.50763041174716
40.453867736684494,3.995398151385463,36.56667433675126,55.024531837193045,62.107570687248234,100,26.86257979677852,74.69924927980047,82.49201218153857
31.54122120683945,4.506475737852637,43.72499414751215,43.356509391229295,49.304986356362164,100,16.393539011066764,67.350522756274,90.84377263845359
37.65292617964847,5.429627771615807,42.10726436116036,42.87733992577627,57.143693470724834,100,23.47053823132912,69.62004075006398,82.185374926481
