DHX15_HUMAN,G3P_HUMAN,HSPB1_HUMAN,ENOA_HUMAN,NPM_HUMAN,HS90A_HUMAN,HNRPC_HUMAN,HS90B_HUMAN,ANXA5_HUMAN,H14_HUMAN,CH60_HUMAN,KPYM_HUMAN,ENPL_HUMAN,PGAM1_HUMAN,NUCL_HUMAN,RL13_HUMAN,CALR_HUMAN,S10AB_HUMAN,MYH10_HUMAN,RBMX_HUMAN,LPPRC_HUMAN,RL28_HUMAN,SYAC_HUMAN,HNRPM_HUMAN,RS23_HUMAN,TYB10_HUMAN,RS4X_HUMAN,H4_HUMAN,RL23_HUMAN,HNRPU_HUMAN,PSME1_HUMAN,EF1A1_HUMAN,PARK7_HUMAN
7.211063690690053,7.758506977711654,8.934092884158195,9.332111828677359,10.256593225403467,8.52978607780788,6.899597169851299,9.665663873785292,9.92155657519871,7.5307128947273485,7.744875456463448,6.292652575517543,7.746791353538901,10.978692209984763,7.661207397577172,8.896659266502118,7.726374675612613,8.607882126537556,6.2087914692656465,8.857745190271952,7.707208284447041,8.354002693905956,7.51026425001601,8.674825719028561,10.398542899393565,8.706719969027935,8.052978704148552,9.785270643425767,8.861326619999652,7.783359783689365,8.198662326682657,6.67024762684758,7.188041232914873
11.273450580169921,12.36964952998759,11.60697196072185,13.812509852976573,13.854276342673536,12.17482541574178,11.556123994799496,12.619848249583589,12.314573772865613,13.137289654312731,12.022133087173899,12.452854199950611,11.474320019497531,12.750613270987133,13.521359391027998,13.082241070470548,10.937776961968744,11.964787054133046,10.984818135063023,12.157824899727462,10.781266125744901,12.981980381622952,11.854557370826894,11.921183788573973,12.73615303626725,13.84732491168546,12.010648074634826,13.371834115103614,12.706713812891648,12.440217423741103,10.823858772161495,12.079945521873153,11.732853958771177
10.57349266701439,11.400254204242355,11.424431377848656,12.097545811674081,12.613998224838994,10.996590474857417,11.002428652700917,11.71025469775146,11.785358968540969,12.134244922338347,11.38943337326534,11.342987170357423,11.508654102475347,11.687630611844941,12.083396509215815,11.589409855719598,11.040419525451858,10.70699113712563,10.15343330379968,11.301357372482832,10.551702763726265,12.526416862580717,11.373807648887503,10.867460146945977,11.74712507647111,11.976689542925543,10.533869058837807,13.495891071069057,12.11093246317988,11.40012410131008,11.373015617832966,11.526475924961344,10.5062025122755
8.690785716717809,9.748912847816325,10.405003191313515,11.090637156854445,12.20775369403053,10.920512965616462,10.285158930575115,11.18391358700757,10.236945269633695,10.61329669025145,10.346628764461157,9.94564185970033,10.45753594843965,11.603710198031468,11.552795593545728,11.188361503615736,9.778610255361343,9.926349940358007,8.877996921347075,10.643844564373179,9.203289269536391,11.397696252987792,10.070578724996281,10.633236211109242,11.833702909181403,12.108821531459856,10.938253207095276,11.903973516137082,11.281421442335166,10.754661312947002,9.639499739971338,10.119610535985396,9.978847876263455
10.358038632298149,10.423922504268797,11.341233843948263,12.366439480409971,12.466177184892103,12.006804660345773,11.019928110229571,11.90443959208759,12.126488035931589,11.876254230089993,11.21994525894126,10.933144623145163,10.866630485524514,13.130592374425035,12.078489251375377,12.273548557132472,9.760187430699238,10.841812114552733,9.940809057238527,11.043560594840319,9.877014163051449,12.099584785960277,11.2019193698987,11.628183394467099,12.396655081186038,14.478010439799199,12.100895046791807,12.666813054128431,12.224865788100315,11.578767098566649,12.135759640717929,11.188683226749559,11.211709231212863
10.1721395882917,12.549441601778362,11.424026762135368,12.360783770964156,12.89735041519315,11.801870960748325,10.393548499783202,11.863244802357558,11.559202480960622,12.423066545930766,12.188709673712282,11.300631535165655,11.669424116396806,11.924820908366474,12.607982142360214,12.474011530830401,10.742118384890782,10.036012757925619,10.598907899847145,11.143957825259703,10.644417217495118,12.826919504739413,10.420711061276373,11.40309409484224,12.179883867769503,11.765070284676332,12.127833740625748,13.169783884857141,12.193636733143556,11.752320833934377,10.196900762576673,12.01050181678757,10.99218646375742
10.010547458535765,9.773616768620025,11.399751351889137,11.479068015488537,11.924607000755794,10.434170305065217,10.281195427547132,11.091541820728148,11.237197514718389,9.470022181793897,10.26079294177147,10.58897481889601,10.451995450939963,11.829705111051815,11.250414508860933,11.88842500427888,9.652945000725696,9.835076085079338,9.420850712050806,10.519681493403908,9.373385120430813,11.445765371890975,10.50977575353707,10.689665346099247,11.990608978887014,12.818839211257112,11.022267806799137,10.7967727878748,10.854402351075798,10.943408169654473,10.531561880559076,11.128834366955177,10.280794065058203
10.032000928257203,11.399022426686257,12.120458771999488,12.883284614918193,13.158075811602714,11.821125760457344,10.959845998769943,11.252822034959513,12.444357036714486,12.366229516636823,11.054007549031454,10.722408345137394,11.170067138049173,11.850420048387761,12.365795588895477,12.512170760500545,10.944816370638703,11.013321519682503,10.301702951140255,11.2414992483692,9.909766781066345,12.168909307192937,10.96639426471933,11.248465999258382,11.70023398880488,13.416878017218147,11.605724243060326,13.007686773038134,12.298714434620436,11.826732080711544,9.319187821778732,11.829653523923037,11.536775565142879
11.07549821631948,14.349167598562776,13.254472713757789,14.89544267660637,14.630841150596206,12.45327471778435,11.648515715419318,12.48394613257673,11.229529673962178,13.260510683449585,12.924059386347814,12.428425248366178,12.6872415032974,13.393589650273409,14.182718681858894,13.212056141288345,12.043355648102319,12.239036595322073,12.400707983953364,12.031043542333844,11.100152791963309,12.924617563339194,11.766339735533716,12.081175092045203,12.211500971595587,14.551837495711005,13.290144116576949,14.662401655322164,13.057127659448948,13.049459432617006,10.907573716910496,11.787311317727557,12.737391315942165
9.048631752446553,10.407103049894479,10.367465291159203,11.281632274629105,11.420946968430723,10.607834526159355,9.808026486926895,10.462855293385111,9.265873636690552,11.64661842314276,10.666241973866198,9.00194176472177,10.063490674732178,11.542742172126811,11.54475072479278,11.05498934785787,9.355411825850446,8.917187035502547,7.951533751029078,10.782732984226252,9.19323733044746,10.712810987369231,9.741466633463089,9.24822103355608,11.555223797851834,12.044964236048266,10.308797198017471,11.305897060774685,10.689114103663044,8.92603988320809,9.743198570501905,10.42673213791584,10.32193958963859
