PCNA_HUMAN,FAS_HUMAN,PARP1_HUMAN,HMGB1_HUMAN,CDK2_HUMAN,HMGN1_HUMAN,CDK1_HUMAN,STMN1_HUMAN,PRDX1_HUMAN,PHB2_HUMAN,FUBP1_HUMAN,ILF3_HUMAN
10.80259234384703,8.942405233908,10.00207212913339,12.53265441299211,11.26575319498243,11.27858730511208,8.56019967599883,10.41382354664034,9.8222572814954,10.85416937815018,10.22730359145541,9.75292889562342
10.66245787667862,9.02191995645915,10.22954967920288,11.50715326360035,10.21862627022615,10.92718058284999,10.51184745033666,10.34296199293799,10.7756373004149,11.04483981256362,10.3437327786092,9.67767703780021
10.80813047507679,8.71611930051641,9.17865987024983,12.03148637732224,10.10683988579774,11.24067671090197,9.7356427993823,10.75900762134214,10.42401839826358,10.30182250200428,9.13808157766183,9.32114991515434
10.854499686655,9.60698570139582,9.86189563748896,12.25009429258097,11.34779790507174,10.89019967216024,9.10948493877722,10.1901690189719,9.39373515705731,10.31747773700816,9.92393933286748,10.33063921675075
10.55994722619083,7.88542326410015,9.11950910210151,10.4205601631284,10.16565729474449,10.36424897194116,8.35366501230299,10.06942162098847,9.6869473838701,10.19641997197744,9.45743360325083,9.14474901703758
9.52396151268597,9.46105108760893,9.75118672452596,11.70203977689139,10.35340709996864,11.1795016427997,9.51559461098102,10.20960821576293,10.41930243893753,10.30419524471757,10.6221248277926,9.42517768554386
10.43537020014588,9.6444157520952,9.65186391130091,11.83600748851168,10.18803624337006,11.33387333208695,8.69194023443236,10.94685537339181,10.73853964393148,10.16393027417363,11.15828037470706,10.07956819988769
10.75493589168888,8.93397745315378,9.18722562212528,11.65700159194925,9.52599752472616,10.68117778969798,8.66358997066758,9.93569905959067,10.65363266452634,9.99205031972837,9.42719356158374,8.82967446998714
10.45574520798441,9.27024243883937,10.08552796142885,11.85584239894773,9.28680401408483,11.4057403955797,10.08886308597704,9.99739889671901,10.94502544549551,10.73184354501354,9.84720004740336,10.25290111877978
10.55640957770185,9.2883988025812,9.75822361741202,11.80190948080658,10.33592461649558,10.21841756920457,10.44547784581071,10.6595905071465,9.21274802575571,10.72549202018305,10.37334720446884,8.68273285554516
9.6167001860747,9.41075211920595,9.63541696626228,11.86204383391678,10.41537296874011,10.86189993896072,9.91270745449631,9.89442560404927,9.78896188103461,10.16905355220017,10.01262511573444,9.17519138308993
9.54722000820817,9.07290131912743,8.59833684837022,10.69148572512816,9.63468496452186,10.41234856803042,8.68789163363197,8.62021863042778,9.2604721931079,10.02059687558953,9.05431012885042,9.4908148276025
11.02910180074033,9.4103737174861,9.47523688729632,11.77168846049603,10.34796532807806,10.80355780069668,10.47760157710182,9.18516363914123,10.76104970685903,10.48443746303861,10.14547802789612,9.8411055132392
11.22880016066972,9.55494081202332,10.25971258159074,11.70046956100352,10.67042923791256,11.02839551646761,8.3226046248417,10.54596109807595,9.88747763307349,11.02522874986037,10.16761150885083,9.79698361382617
9.58544089515809,9.25746732152218,9.88516009594448,11.46365964968712,9.39103953456478,10.54841217781292,8.87134931778154,10.28672763038819,11.17604708590918,9.99872218804976,9.25513495849426,9.58566371359449
10.13998299434379,9.40431479496565,9.94841977851714,11.7097647005722,9.54705387673844,10.60548719491561,9.61077175358613,10.17112807279903,10.55588760127326,10.80222279051983,9.77151235603775,9.21896665253099
9.8664868617331,8.23023670226346,9.11059090188485,11.47377636870265,9.45511111266706,10.4238976712725,9.33514873160589,9.27611086935054,9.69992601508871,10.05402990556643,9.53168341962634,8.70792509211076
10.20241833913649,8.69145667949742,9.10822858013027,11.55304312960971,10.48991214372725,11.30380392857114,9.68518706258446,9.28141190961523,10.03846516204479,10.19046550600791,10.3227582692977,8.83131301234026
10.60861379749004,9.34239404700738,9.49181136600938,11.63562496996341,10.88136470098698,11.54340127014778,10.4388409559591,9.27839096216481,9.57281692443792,10.69090848913251,9.44395678536919,10.15344406865898
10.37938556096212,9.46371440895571,9.73084706581129,12.03387378676546,10.8854482461246,10.60639934612246,8.74508619089977,9.5577690656541,9.9549069249242,10.87666645886769,9.99868563501875,9.66828300967962
10.68167603016133,8.39137044173876,8.6760862880217,10.90171070823897,9.61815563637282,9.92526911285318,9.67192994454995,10.3535251030544,9.97613764421232,10.47871738229349,9.55473505405515,9.05175458609482
10.16193748599055,9.30897159910389,8.88862113650351,11.52459924251038,10.28593460624596,11.45816804489002,10.51306537836698,10.02273290987804,9.7416917756945,10.3216039201545,10.06060813462494,9.26869811858383
9.52385752213144,9.34166762934685,9.12738415518506,12.04238453221502,10.21135105500612,10.45104967619109,8.96468844966976,8.84224459511345,10.20739950328886,10.46566838614451,9.26191137942032,9.80211075041672
10.58201076025923,9.38182389009618,9.63365706250329,11.44752663391038,11.08971383187012,11.00135358163526,8.59003324591053,10.33352623489806,9.79440575044872,10.35622127024902,9.9718083874733,9.53856413592561
